Название файла,Имя Художника,Описание картины,Название картины
Caravaggio_46.jpg,Caravaggio,arafed man with a sword and a man with a beard,Ecce Homo
Caravaggio_47.jpg,Caravaggio,painting of a man being taken from a building by angels,The Seven Works of Mercy
Caravaggio_48.jpg,Caravaggio,painting of a group of people in a room with a bed,Death of the Virgin
Caravaggio_49.jpg,Caravaggio,arafed painting of a man being taken from a boat,The Entombment of Christ
Caravaggio_50.jpg,Caravaggio,arafed painting of a group of people sitting around a table,The Supper at Emmaus
Caravaggio_51.jpg,Caravaggio,painting of a group of people sitting around a table eating,Supper at Emmaus
Caravaggio_52.jpg,Caravaggio,painting of three men playing cards in a room with a table,The Cardsharps
Caravaggio_53.jpg,Caravaggio,painting of a man being taken to the ground by a woman,Judith Beheading Holofernes
Caravaggio_54.jpg,Caravaggio,painting of a boy holding a basket of fruit and vegetables,Boy with a Basket of Fruit
Caravaggio_55.jpg,Caravaggio,painting of a group of men holding a large white object,"Jupiter, Neptune and Pluto"
Claude_Monet_1.jpg,Claude_Monet,a painting of a bridge over a pond of water with trees,The Japanese Bridge 3
Claude_Monet_2.jpg,Claude_Monet,painting of a river with ice and snow on the ground,"Breakup of Ice, Lavacourt, Grey Weather"
Claude_Monet_3.jpg,Claude_Monet,painting of a boat in the water with a sailboat in the background,"A Seascape, Shipping by Moonlight"
Claude_Monet_4.jpg,Claude_Monet,painting of swans in a stream with a house in the background,The Geese
Claude_Monet_5.jpg,Claude_Monet,painting of a snowy street with a person walking in the snow,"Snow Effect, The Street in Argentuil"
Claude_Monet_6.jpg,Claude_Monet,painting of a river with trees and water in the foreground,
Claude_Monet_7.jpg,Claude_Monet,a painting of a river with trees and a boat in the water,
Claude_Monet_8.jpg,Claude_Monet,painting of a field of flowers with trees in the background,Field of Yellow Irises at Giverny
Claude_Monet_9.jpg,Claude_Monet,painting of a cliff with a house on the top of it,
Claude_Monet_10.jpg,Claude_Monet,painting of a man and woman in a park with a dog,"Bazille and Camille (Study for ""Déjeuner sur l'Herbe"")"
Claude_Monet_11.jpg,Claude_Monet,painting of a rocky coast with waves crashing against the rocks,"Tempête, côtes de Belle-Ile"
Claude_Monet_12.jpg,Claude_Monet,painting of a sailboat on a river with a house in the background,Houses on the Achterzaan
Claude_Monet_13.jpg,Claude_Monet,painting of a person walking down a path with a horse and carriage,Lane in Normandy
Claude_Monet_14.jpg,Claude_Monet,painting of a view of a rocky coastline with a body of water,
Claude_Monet_15.jpg,Claude_Monet,painting of a view of a city and a body of water,The Gulf of Antibes
Claude_Monet_16.jpg,Claude_Monet,painting of a group of people standing on a bridge over a river,The Coalmen
Claude_Monet_17.jpg,Claude_Monet,painting of people walking in a river with trees in the background,Scaters in Giverny
Claude_Monet_18.jpg,Claude_Monet,a painting of a woman sitting on a bench in a garden,Alice Hoschede in the Garden
Claude_Monet_19.jpg,Claude_Monet,painting of a boat in a body of water with a sky background,"Morning on the Seine, Mist"
Claude_Monet_20.jpg,Claude_Monet,painting of a house in the snow with a mountain in the background,Paysage de Norvège Les maisons bleues
Claude_Monet_21.jpg,Claude_Monet,a painting of a garden with flowers and a bench,The House among the Roses
Claude_Monet_22.jpg,Claude_Monet,painting of a river with trees and grass in the foreground,"Morning on the Seine, near Vetheuil"
Claude_Monet_23.jpg,Claude_Monet,a painting of a rock formation with a large opening in the middle,The Manneporte (Étretat)
Claude_Monet_24.jpg,Claude_Monet,painting of a street scene with a church and a person walking,"The Cour d'Albane, Grey Weather"
Claude_Monet_25.jpg,Claude_Monet,painting of a snowy road with a church in the distance,Entrance to the Village of Vétheuil in Winter
Claude_Monet_26.jpg,Claude_Monet,a painting of a train station with a train coming down the tracks,La Gare Saint-Lazare
Claude_Monet_27.jpg,Claude_Monet,painting of a view of a town with a sea in the background,Burgo Marina at Bordighera
Claude_Monet_28.jpg,Claude_Monet,painting of a cliff with a church on top of it,The Church at Varengeville 02
Claude_Monet_29.jpg,Claude_Monet,painting of a mountain with a river running through it,"The Old Tree, Sunlight on the Petit Cruese"
Claude_Monet_30.jpg,Claude_Monet,a painting of a river with trees and a sky in the background,Morning on the Seine
Claude_Monet_31.jpg,Claude_Monet,painting of a boardwalk with people walking on it and a building in the background,
Claude_Monet_32.jpg,Claude_Monet,painting of a field with a house and a tree in the distance,
Claude_Monet_33.jpg,Claude_Monet,painting of a boat on a river with a cloudy sky,"The Seine near Vetheuil, Stormy Weather"
Claude_Monet_34.jpg,Claude_Monet,a painting of two trees in a field with a sky background,Springtime. Meadow at Giverny
Claude_Monet_35.jpg,Claude_Monet,painting of a boat on a river with a village in the background,"Landscape with Thunderstorm, Vetheuil, 1880"
Claude_Monet_36.jpg,Claude_Monet,painting of a tree in a field with a river in the background,
Claude_Monet_37.jpg,Claude_Monet,a painting of a woman sitting on a porch reading a book,Madame Monet Embroidering (Camille au métier)
Claude_Monet_38.jpg,Claude_Monet,painting of a man sitting on a boat in a harbor,The Seine at Asnieres
Claude_Monet_39.jpg,Claude_Monet,painting of a vase with flowers on a table with a blue background,
Claude_Monet_40.jpg,Claude_Monet,painting of two women in hats and dresses walking on a hill,The Promenade (study)
Claude_Monet_41.jpg,Claude_Monet,painting of a field with trees and a bench in the foreground,Springtime
Claude_Monet_42.jpg,Claude_Monet,painting of a village with a hill in the background,The Mount Riboudet in Rouen at Spring
Claude_Monet_43.jpg,Claude_Monet,painting of a basket of fruit on a table with a cloth,
Claude_Monet_44.jpg,Claude_Monet,painting of a boat on a river with a village in the background,
Claude_Monet_45.jpg,Claude_Monet,painting of purple flowers and lily pads in a pond of water,Nymphéas et Agapanthes
Claude_Monet_46.jpg,Claude_Monet,a painting of a snowy mountain with a river in the foreground,"The Seine at Port Villez, Snow Effect 02"
Claude_Monet_47.jpg,Claude_Monet,painting of a tree in a field with a sky background,Seacoast at Trouville
Claude_Monet_48.jpg,Claude_Monet,painting of a field of poppies with a path through it,Poppy Field in a Hollow near Giverny
Claude_Monet_49.jpg,Claude_Monet,painting of a harbor with many ships and people walking around,The Grand Dock at Le Havre
Claude_Monet_50.jpg,Claude_Monet,painting of a bridge over a pond with flowers and trees,The Japanese Bridge (The Bridge in Monet's Garden)
Claude_Monet_51.jpg,Claude_Monet,painting of a man with a beard and a hat,Self-Portrait with a Beret
Claude_Monet_52.jpg,Claude_Monet,painting of a view of a town with a mountain in the background,Strada Romada in Bordighera
Claude_Monet_53.jpg,Claude_Monet,painting of a river with boats on it and a building in the background,"Argenteuil, Late Afternoon"
Claude_Monet_54.jpg,Claude_Monet,painting of a train station with a train coming out of the station,"Arrival of the Normandy Train, Gare Saint-Lazare"
Claude_Monet_55.jpg,Claude_Monet,painting of a large building with a clock tower in the middle of a city,St. Germain I'Auxerrois
Claude_Monet_56.jpg,Claude_Monet,painting of a field with a barn and a sky in the background,
Claude_Monet_57.jpg,Claude_Monet,a painting of water lilies in a pond of water,Water Lilies
Claude_Monet_58.jpg,Claude_Monet,painting of a painting of a bridge over a river with a dog,"Charing Cross Bridge, Reflections on the Thames"
Claude_Monet_59.jpg,Claude_Monet,painting of a woman and child sitting in a garden with a woman holding an umbrella,Camille Monet in the Garden
Claude_Monet_60.jpg,Claude_Monet,a painting of a river with trees and grass in the foreground,The Seine at Vétheuil
Claude_Monet_61.jpg,Claude_Monet,painting of a cliff with a view of the ocean and a person on a boat,The Sea at Fecamp
Claude_Monet_62.jpg,Claude_Monet,painting of a sunset over a beach with a rock formation,
Claude_Monet_63.jpg,Claude_Monet,painting of a train traveling down a track with a sky background,The Railroad Station at Argenteuil
Claude_Monet_64.jpg,Claude_Monet,painting of a woman sitting in a garden with an umbrella,The Garden
Claude_Monet_65.jpg,Claude_Monet,painting of a river with trees and a boat in the water,Sailing Boats at Honfleur
Claude_Monet_66.jpg,Claude_Monet,painting of a harbor with boats and people standing on the dock,"Poplars, End of Autumn"
Claude_Monet_67.jpg,Claude_Monet,a painting of a river with trees and a sky in the background,Boat at Low Tide at Fecamp
Claude_Monet_68.jpg,Claude_Monet,painting of a boat in a harbor with a city in the background,Cliff Walk at Pourville
Claude_Monet_69.jpg,Claude_Monet,painting of a woman with a parasol on a cliff overlooking the ocean,
Claude_Monet_70.jpg,Claude_Monet,a painting of a garden with a gate and flowers,The Garden Gate
Claude_Monet_71.jpg,Claude_Monet,painting of a busy street with people walking and cars driving,Boulevard des Capucines
Claude_Monet_72.jpg,Claude_Monet,painting of a sailboat with two men in it on a body of water,Boaters at Argenteuil
Claude_Monet_73.jpg,Claude_Monet,painting of a boat in a body of water with a setting sun,"Impression, Sunrise"
Diego_Rivera_1.jpg,Diego Rivera,painting of a large crowd of people with flags and a blue ball,May Day Procession in Moscow
Diego_Rivera_2.jpg,Diego Rivera,painting of a group of people in a field with horses,The Exploiters
Diego_Rivera_3.jpg,Diego Rivera,a painting of a woman in a white dress is making bread,Woman Grinding Maize
Diego_Rivera_4.jpg,Diego Rivera,a painting of a large group of people in a forest,Good Friday on the Santa Anita Canal
Diego_Rivera_5.jpg,Diego Rivera,painting of a group of people in a courtyard with bananas,
Diego_Rivera_6.jpg,Diego Rivera,a painting of a nude woman sitting on a white surface,
Diego_Rivera_7.jpg,Diego Rivera,painting of a group of people in a room with a painting of a man,Night of the Rich
Diego_Rivera_8.jpg,Diego Rivera,a painting of a little girl holding an apple in her hands,Portrait of the Young Girl Elenita Carrillo Flores
Diego_Rivera_9.jpg,Diego Rivera,painting of a painting of a man falling off a horse,Entering the City
Diego_Rivera_10.jpg,Diego Rivera,painting of a little girl in a yellow dress with a pink collar,
Diego_Rivera_11.jpg,Diego Rivera,arafed image of a man standing in front of a painting,Creation
Diego_Rivera_12.jpg,Diego Rivera,painting of a mural of a man and woman in a building,"Detroit Industry, South Wall"
Diego_Rivera_13.jpg,Diego Rivera,a painting of a group of people sitting around a table with candles,The Day of the Dead
Diego_Rivera_14.jpg,Diego Rivera,painting of a mural of a group of people on a staircase,The Ancient Indian World
Diego_Rivera_15.jpg,Diego Rivera,painting of a woman selling flowers in a market with other women,
Diego_Rivera_16.jpg,Diego Rivera,a painting of a group of people gathered around a table,The Sacrificial Offering Day of the Dead
Diego_Rivera_17.jpg,Diego Rivera,painting of a woman sitting in a chair in a room,Portrait of Lupe Marin
Diego_Rivera_18.jpg,Diego Rivera,painting of a woman holding a child in her lap,Portrait of Madesta and Inesita
Diego_Rivera_19.jpg,Diego Rivera,a painting of a painting of people in a factory with a man in a white hat,
Diego_Rivera_20.jpg,Diego Rivera,painting of a woman sitting on a chair with a yellow and red dress,
Diego_Rivera_21.jpg,Diego Rivera,painting of a woman standing in front of a pool with people,
Diego_Rivera_22.jpg,Diego Rivera,painting of a table with watermelon and limes on it,
Diego_Rivera_23.jpg,Diego Rivera,painting of a painting of a man and a woman standing in front of a painting,
Diego_Rivera_24.jpg,Diego Rivera,a painting of a group of people working in a factory,
Diego_Rivera_25.jpg,Diego Rivera,painting of a man with glasses holding a piece of paper,
Diego_Rivera_26.jpg,Diego Rivera,a painting of a group of people in a room with a mural,
Diego_Rivera_27.jpg,Diego Rivera,painting of two men in a room with a large pot and a knife,
Diego_Rivera_28.jpg,Diego Rivera,painting of a man and woman sitting on a couch with a man holding a mirror,
Diego_Rivera_29.jpg,Diego Rivera,painting of a staircase leading to a room with a staircase,
Diego_Rivera_30.jpg,Diego Rivera,painting of a woman holding a bunch of bananas in front of a large flower,
Diego_Rivera_31.jpg,Diego Rivera,arafed man in a sombren with a rifle and a mexican flag,
Diego_Rivera_32.jpg,Diego Rivera,painting of a woman with a body full of animals and people,
Diego_Rivera_33.jpg,Diego Rivera,painting of a man on a horse with a sword and a woman on a horse,
Diego_Rivera_34.jpg,Diego Rivera,a painting of a group of people with flags and shields,
Diego_Rivera_35.jpg,Diego Rivera,a painting of a group of people standing around a body,
Diego_Rivera_36.jpg,Diego Rivera,painting of a woman sitting on a bed with a large amount of food,
Diego_Rivera_37.jpg,Diego Rivera,painting of a man with a large bag on his back and a horse,
Diego_Rivera_38.jpg,Diego Rivera,painting of a group of people picking bananas from a tree,
Diego_Rivera_39.jpg,Diego Rivera,a painting of a man sitting on the ground next to a bowl,
Diego_Rivera_40.jpg,Diego Rivera,painting of a woman laying on a bed in a room with a skeleton,
Diego_Rivera_41.jpg,Diego Rivera,a painting of a man with a hat and a mustache,
Diego_Rivera_42.jpg,Diego Rivera,painting of a man in a suit and tie looking up,
Diego_Rivera_43.jpg,Diego Rivera,painting of a person cutting a tree with scissors on a table,
Diego_Rivera_44.jpg,Diego Rivera,painting of two children with hats and a pink shirt,
Diego_Rivera_45.jpg,Diego Rivera,a painting of a group of men working on a building,
Diego_Rivera_46.jpg,Diego Rivera,mural of a mural of people in a factory with a building in the background,
Diego_Rivera_47.jpg,Diego Rivera,a painting of a group of people standing in a forest,
Diego_Rivera_48.jpg,Diego Rivera,painting of a large plume of smoke coming out of a volcano,
Diego_Rivera_49.jpg,Diego Rivera,a painting of a large crowd of people in a building,
Diego_Rivera_50.jpg,Diego Rivera,painting of a mural of a mexican scene with a man and woman,
Diego_Rivera_51.jpg,Diego Rivera,painting of a woman standing in front of a man and a dog,
Diego_Rivera_52.jpg,Diego Rivera,painting of a woman with a knife in a room with a painting on the wall,
Diego_Rivera_53.jpg,Diego Rivera,a painting of a painting of a group of people on horseback,
Diego_Rivera_54.jpg,Diego Rivera,a painting of a man and woman in a large room with a lot of animals,
Diego_Rivera_55.jpg,Diego Rivera,painting of a woman in a yellow dress laying on a bed,
Diego_Rivera_56.jpg,Diego Rivera,painting of a man kneeling down with a basket of flowers on his back,
Diego_Rivera_57.jpg,Diego Rivera,painting of a woman bending over to look at a plant,
Diego_Rivera_58.jpg,Diego Rivera,painting of a bowl of fruit and a pitcher on a table,
Diego_Rivera_59.jpg,Diego Rivera,painting of a woman in a mexican dress holding a basket of fruit,
Diego_Rivera_60.jpg,Diego Rivera,painting of a man with a dragonfly in front of a crowd,
Diego_Rivera_61.jpg,Diego Rivera,painting of a woman in a hat picking grapes from a bush,
Diego_Rivera_62.jpg,Diego Rivera,painting of a woman in a white dress sitting on a couch,
Diego_Rivera_63.jpg,Diego Rivera,a painting of a man with a large body and a lot of people,
Diego_Rivera_64.jpg,Diego Rivera,painting of a woman sitting on a basket of flowers,
Diego_Rivera_65.jpg,Diego Rivera,a painting of a woman holding a large yellow object,
Diego_Rivera_66.jpg,Diego Rivera,a painting of a group of men working on a building,
Diego_Rivera_67.jpg,Diego Rivera,painting of a woman holding a baby in front of a group of women,
Diego_Rivera_68.jpg,Diego Rivera,arafed painting of a group of people standing around a man in a white suit,
Diego_Rivera_69.jpg,Diego Rivera,a drawing of a woman with a bun in her hair,
Diego_Rivera_70.jpg,Diego Rivera,painting of a sunset with a crescent and a cloud,
Diego_Velazquez_1.jpg,Diego Velazquez,painting of a man with a hat and a book,Buffon with Books
Diego_Velazquez_2.jpg,Diego Velazquez,a painting of a man with a beard and a red cape,The Buffon el Primo - formerly known as Portrait of Sebastian de Morra
Diego_Velazquez_3.jpg,Diego Velazquez,a painting of a man with a white beard and a black jacket,A Knight Of The Order Of Santiago
Diego_Velazquez_4.jpg,Diego Velazquez,a painting of a man holding a book in his right hand,A Sibyl
Diego_Velazquez_5.jpg,Diego Velazquez,a painting of a woman with a fan in her hand,A Young Lady
Diego_Velazquez_6.jpg,Diego Velazquez,a painting of a nun holding a cross and a cross,Madre Maria Jeronima de la Fuente
Diego_Velazquez_7.jpg,Diego Velazquez,painting of a man in a brown coat and a dog,Aesop
Diego_Velazquez_8.jpg,Diego Velazquez,painting of a man riding a horse with angels surrounding him,Allegorical Portrait of Philip IV
Diego_Velazquez_9.jpg,Diego Velazquez,painting of a woman holding a brush and a painting board,Female Figure (Sibyl with Tabula Rasa)
Diego_Velazquez_10.jpg,Diego Velazquez,painting of a group of men sitting around a man holding a glass,The Triumph of Bacchus
Diego_Velazquez_11.jpg,Diego Velazquez,painting of three men sitting at a table eating food,Breakfast
Diego_Velazquez_12.jpg,Diego Velazquez,a painting of a man in a red outfit holding a cane,The Jester Barbarroja
Diego_Velazquez_13.jpg,Diego Velazquez,painting of a man with a mustache and a black hat,Cardinal Camillo Massimi
Diego_Velazquez_14.jpg,Diego Velazquez,arafed portrait of a man in a red cap and red coat,Portrait of Cardinal Camillo Astali Pamphili
Diego_Velazquez_15.jpg,Diego Velazquez,painting of a boy with a gun and a dog in a wooded area,Portrait of Cardinal Infante Ferdinand of Austria with Gun and Dog
Diego_Velazquez_16.jpg,Diego Velazquez,arafed man on a cross with a plaque on it,Christ Crucified
Diego_Velazquez_17.jpg,Diego Velazquez,painting of a woman and a man in a kitchen with a fish,Kitchen Scene with Christ in the House of Martha and Mary
Diego_Velazquez_18.jpg,Diego Velazquez,painting of a man with a hat and a book,Buffon with Books
Diego_Velazquez_19.jpg,Diego Velazquez,painting of a man in a brown suit with a dog,A Buffon (Incorrectly called Antonio The Englishman)
Diego_Velazquez_20.jpg,Diego Velazquez,arafed man holding a globe and pointing at it,Democritus
Diego_Velazquez_21.jpg,Diego Velazquez,arafed portrait of a young man in a black dress and a black cape,Prince Baltasar Carlos in Black and Silver
Diego_Velazquez_22.jpg,Diego Velazquez,painting of a man in a black cloak sitting in a room,Don Cristobal Suarez de Ribera
Diego_Velazquez_23.jpg,Diego Velazquez,arafed man in black coat holding a book and a red table cloth,Portrait of Don Diego de Corral y Arellano
Diego_Velazquez_24.jpg,Diego Velazquez,arafed portrait of a man in a black coat and a black cape,"Don Gaspde Guzman, Coint of Olivares and Duke of San Lucla Mayor"
Diego_Velazquez_25.jpg,Diego Velazquez,arafed portrait of a man in a black coat and a red cloak,Portrait of the Count-Duke of Olivares
Diego_Velazquez_26.jpg,Diego Velazquez,painting of a man in a black coat and a black hat,Don Juan Mateos
Diego_Velazquez_27.jpg,Diego Velazquez,arafed portrait of a man in a black coat and white shirt,Portrait of Don Luis de Gongora
Diego_Velazquez_28.jpg,Diego Velazquez,painting of a woman and child in black clothing with a red chair,Dona Antonia de Ipeñarrieta y Galdos and Her Son Don Luis
Diego_Velazquez_29.jpg,Diego Velazquez,painting of a woman and child in black clothing standing next to a chair,Dona Antonia de Ipeñarrieta y Galdos and Her Son Don Luis
Diego_Velazquez_30.jpg,Diego Velazquez,portrait of a woman with a fur collar,Portrait of Maria Anna
Diego_Velazquez_31.jpg,Diego Velazquez,painting of a man riding a horse in a landscape,Equestrian Portrait of Philip IV
Diego_Velazquez_32.jpg,Diego Velazquez,a painting of a man in armor with a red shaw around his neck,Portrait of Francesco I d'Este
Diego_Velazquez_33.jpg,Diego Velazquez,arafed portrait of a man with a red cross and a black coat,Francisco Bandres de Abarca
Diego_Velazquez_34.jpg,Diego Velazquez,a drawing of a young girl with a headband,Head of a Girl
Diego_Velazquez_35.jpg,Diego Velazquez,painting of a deer with antlers in a snowy landscape,Head of a Stag
Diego_Velazquez_36.jpg,Diego Velazquez,arafed portrait of a young girl in a black dress with a bird,Infanta Margarita Teresa in a Blue Dress
Diego_Velazquez_37.jpg,Diego Velazquez,painting of a little girl in a pink dress holding a cane,The Infanta Margarita Teresa of Spain in a Red Dress
Diego_Velazquez_38.jpg,Diego Velazquez,arafed man in a black coat and hat holding a hat,Portrait of the Infante Don Carlos
Diego_Velazquez_39.jpg,Diego Velazquez,arafed portrait of a young boy in a white dress sitting in a chair,Portrait of Prince Philip Prospero
Diego_Velazquez_40.jpg,Diego Velazquez,painting of a dog sitting in a chair with a blanket,Portrait of Prince Philip Prospero
Diego_Velazquez_41.jpg,Diego Velazquez,arafed painting of a man in a red robe sitting in a chair,Portrait of Innocent X
Diego_Velazquez_42.jpg,Diego Velazquez,painting of a man in a red outfit with a cane and a hat,The Jester Named Don John of Austria
Diego_Velazquez_43.jpg,Diego Velazquez,painting of a man sitting on a bench holding a book,Saint John the Evangelist on the Island of Patmos
Diego_Velazquez_44.jpg,Diego Velazquez,painting of a group of people standing around a dog on a rug,Joseph's Tunic
Diego_Velazquez_45.jpg,Diego Velazquez,painting of a man holding a brush and a paper,Kitchen Maid with the Supper at Emmaus
Diego_Velazquez_46.jpg,Diego Velazquez,arafed man with a beard and a white collar,The Lady with a Fan
Diego_Velazquez_47.jpg,Diego Velazquez,arafed painting of a man in a red and white outfit holding a sword,Las Meninas
Diego_Velazquez_48.jpg,Diego Velazquez,painting of a boy with a dog and a rifle,The Triumph of Bacchus
Diego_Velazquez_49.jpg,Diego Velazquez,painting of a woman sitting at a table with a cup and other items,Portrait if the Infanta Maria Theresa of Spain
Diego_Velazquez_50.jpg,Diego Velazquez,arafed woman in a brown dress with a fan and a necklace,Mars Resting
Diego_Velazquez_51.jpg,Diego Velazquez,painting of a family in a room with a dog and a cat,Las Meninas
Diego_Velazquez_52.jpg,Diego Velazquez,painting of a group of people and a dog in a room,Menippos
Diego_Velazquez_53.jpg,Diego Velazquez,painting of a group of people sitting around a table with wine glasses,Mercuri and Argus
Diego_Velazquez_54.jpg,Diego Velazquez,a painting of a woman in a white dress and a red hat,Portrait of Ferdinando Brandani
Diego_Velazquez_55.jpg,Diego Velazquez,painting of a man sitting on a bed with a cane,Madre Maria Jeronima de la Fuente
Diego_Velazquez_56.jpg,Diego Velazquez,painting of a man in a black coat and hat standing next to a vase,An Old Woman Cooking Eggs
Diego_Velazquez_57.jpg,Diego Velazquez,a painting of two women sitting on a beach next to a man,Portrait of Pablo da Valladolid
Diego_Velazquez_58.jpg,Diego Velazquez,arafed portrait of a man with a mustache and a collar,The Farmer's Lunch
Diego_Velazquez_59.jpg,Diego Velazquez,arafed portrait of a woman with a white head scarf,
Diego_Velazquez_60.jpg,Diego Velazquez,arafed portrait of a nun holding a sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick sick,
Diego_Velazquez_61.jpg,Diego Velazquez,painting of a man and woman in a kitchen with a pitcher,
Diego_Velazquez_62.jpg,Diego Velazquez,a painting of a man in a black outfit with a white collar,
Diego_Velazquez_63.jpg,Diego Velazquez,painting of three men sitting at a table with food and drinks,
Diego_Velazquez_64.jpg,Diego Velazquez,a painting of a man with a mustache and a green shirt,
Diego_Velazquez_65.jpg,Diego Velazquez,a painting of a man in armor with a red cape,
Diego_Velazquez_66.jpg,Diego Velazquez,arafed portrait of a man in a black cloak and a black hat,
Diego_Velazquez_67.jpg,Diego Velazquez,arafed man in a black coat and white gloves holding a book,
Diego_Velazquez_68.jpg,Diego Velazquez,arafed painting of a boy with a rifle and a dog,
Diego_Velazquez_69.jpg,Diego Velazquez,a painting of a man in a red and gold outfit holding a hat,
Diego_Velazquez_70.jpg,Diego Velazquez,painting of a man riding a horse in a landscape with a dog,
Diego_Velazquez_71.jpg,Diego Velazquez,a painting of a man with a red hat and a red robe,
Diego_Velazquez_72.jpg,Diego Velazquez,arafed painting of a man in a red robe sitting in a chair,
Diego_Velazquez_73.jpg,Diego Velazquez,arafed portrait of a man with a mustache and a collar,
Diego_Velazquez_74.jpg,Diego Velazquez,painting of a man with a beard and a black coat,
Diego_Velazquez_75.jpg,Diego Velazquez,a painting of a young girl with a brown dress and a black hair,
Diego_Velazquez_76.jpg,Diego Velazquez,arafed portrait of a man with a mustache and a black coat,
Diego_Velazquez_77.jpg,Diego Velazquez,painting of a man with a white ruffled collar and a black background,
Diego_Velazquez_78.jpg,Diego Velazquez,a painting of a man in a black coat and a white collar,
Diego_Velazquez_79.jpg,Diego Velazquez,arafed portrait of a young girl in a black dress with a bird,
Diego_Velazquez_80.jpg,Diego Velazquez,painting of a man riding a horse with a sword in his hand,
Diego_Velazquez_81.jpg,Diego Velazquez,painting of a boy and a girl in renaissance clothing,
Diego_Velazquez_82.jpg,Diego Velazquez,arafed portrait of a young child in a white dress sitting on a chair,
Diego_Velazquez_83.jpg,Diego Velazquez,arafed portrait of a woman in a black dress with a feather,
Diego_Velazquez_84.jpg,Diego Velazquez,a painting of a woman in a brown dress sitting on a chair,
Diego_Velazquez_85.jpg,Diego Velazquez,arafed portrait of a woman in a black dress with a white collar and a white ruffle,
Diego_Velazquez_86.jpg,Diego Velazquez,painting of a boy riding a horse with a stick in his hand,
Diego_Velazquez_87.jpg,Diego Velazquez,arafed man sitting on a rock reading a book,
Diego_Velazquez_88.jpg,Diego Velazquez,painting of a man with a beard and a book,
Diego_Velazquez_89.jpg,Diego Velazquez,a painting of a man with a beard and a red cape,
Diego_Velazquez_90.jpg,Diego Velazquez,a painting of a man holding a book in his right hand,
Diego_Velazquez_91.jpg,Diego Velazquez,a painting of a man and woman sitting on a rock in a wooded area,
Diego_Velazquez_92.jpg,Diego Velazquez,a painting of a woman sitting on a bed with a man standing next to her,
Diego_Velazquez_93.jpg,Diego Velazquez,a painting of a woman with a feather in her hair,
Diego_Velazquez_94.jpg,Diego Velazquez,painting of a man sitting at a table with a woman and a man,
Diego_Velazquez_95.jpg,Diego Velazquez,painting of a man and a boy looking at a vase,
Diego_Velazquez_96.jpg,Diego Velazquez,painting of a family with a baby in a stable,
Diego_Velazquez_97.jpg,Diego Velazquez,painting of a man in a black outfit sitting on a stool,
Diego_Velazquez_98.jpg,Diego Velazquez,painting of a man sitting on the ground with a hat on,
Diego_Velazquez_99.jpg,Diego Velazquez,a painting of a man in a red outfit holding a sword,
Diego_Velazquez_100.jpg,Diego Velazquez,a painting of a man in a red outfit with a cane,
Diego_Velazquez_101.jpg,Diego Velazquez,a painting of a man in a black coat and a white collar,
Diego_Velazquez_102.jpg,Diego Velazquez,a painting of a woman sitting on a cloud with angels,
Diego_Velazquez_103.jpg,Diego Velazquez,painting of a man riding a horse with a sword in his hand,
Diego_Velazquez_104.jpg,Diego Velazquez,arafed image of a man on a cross with a plaque above him,
Diego_Velazquez_105.jpg,Diego Velazquez,painting of a man sitting on a chair with a dog,
Diego_Velazquez_106.jpg,Diego Velazquez,painting of a boy sitting on a rock with a cell phone,
Diego_Velazquez_107.jpg,Diego Velazquez,painting of a woman spinning a spinning wheel in a room with other women,
Diego_Velazquez_108.jpg,Diego Velazquez,painting of a woman in a pink dress standing on a rock,
Diego_Velazquez_109.jpg,Diego Velazquez,painting of a young girl in a red dress sitting on a bed,
Diego_Velazquez_110.jpg,Diego Velazquez,arafed portrait of a man in a black coat and white shirt,
Diego_Velazquez_111.jpg,Diego Velazquez,painting of a man holding a pencil and a drawing paper,
Diego_Velazquez_112.jpg,Diego Velazquez,painting of a group of men standing around a horse in a field,
Diego_Velazquez_113.jpg,Diego Velazquez,painting of a man kneeling down next to a woman in a room,
Diego_Velazquez_114.jpg,Diego Velazquez,painting of a man sitting on a bench with other people around him,
Diego_Velazquez_115.jpg,Diego Velazquez,painting of a white horse with a red blanket on its back,
Diego_Velazquez_116.jpg,Diego Velazquez,painting of a group of men working on a piece of metal,
Diego_Velazquez_117.jpg,Diego Velazquez,painting of a woman sewing a pillow with a cat on the pillow,
Diego_Velazquez_118.jpg,Diego Velazquez,painting of three men eating at a table with a woman and a man,
Diego_Velazquez_119.jpg,Diego Velazquez,painting of a group of men eating food at a table,
Diego_Velazquez_120.jpg,Diego Velazquez,painting of two men sitting at a table with a vase and a vase,
Diego_Velazquez_121.jpg,Diego Velazquez,arafed portrait of a man in a black coat and hat,
Diego_Velazquez_122.jpg,Diego Velazquez,arafed portrait of a man with a mustache and a black shirt,
Diego_Velazquez_123.jpg,Diego Velazquez,painting of a woman laying on a bed with a mirror,
Diego_Velazquez_124.jpg,Diego Velazquez,painting of a view of a city with a bridge and a river,
Diego_Velazquez_125.jpg,Diego Velazquez,painting of a building with a statue and a statue in the background,
Diego_Velazquez_126.jpg,Diego Velazquez,painting of two men playing a game of tennis in a park,
Diego_Velazquez_127.jpg,Diego Velazquez,arafed portrait of a man in a black coat and a white collar,
Diego_Velazquez_128.jpg,Diego Velazquez,a painting of a young girl wearing a white head scarf,
